Sample_name,proc_dist,centeroid,LM 1_X,LM 1_Y,LM 1_Z,LM 2_X,LM 2_Y,LM 2_Z,LM 3_X,LM 3_Y,LM 3_Z,LM 4_X,LM 4_Y,LM 4_Z,LM 5_X,LM 5_Y,LM 5_Z,LM 6_X,LM 6_Y,LM 6_Z,LM 7_X,LM 7_Y,LM 7_Z,LM 8_X,LM 8_Y,LM 8_Z,LM 9_X,LM 9_Y,LM 9_Z,LM 10_X,LM 10_Y,LM 10_Z,LM 11_X,LM 11_Y,LM 11_Z,LM 12_X,LM 12_Y,LM 12_Z
BMNH 2000.629,0.07212458618800717,8.481589988055509,0.37481960209508003,0.2121439103454986,-0.01974850560896481,-0.3404900059241266,-0.3910439552765814,0.2843205875923952,0.18612915378798991,-0.06255356787087267,-0.20901248997701846,0.20660133117512344,-0.040760258031123764,-0.20040580230739988,0.03127923319924568,-0.030549550276309685,-0.042571320174830805,-0.04876160419688707,-0.04101085307317236,0.06630262247339018,0.15485597064479284,0.19896239329746498,0.22223503636099473,-0.11430231568145588,-0.17980174224597834,-0.21663787032725426,-0.020524857055660536,0.06834483311504023,0.10620309826406439,0.11499166964231253,0.0916702202890626,-0.08602024695492524,-0.0059783601992766805,0.015535351570563911,0.0326387306272655,-0.10425449613776078,-0.1082406614671423,-0.10436528169354362
BMNH 2002.789,0.04798635358755493,6.315917201040064,0.3933768167998985,0.19809440926968475,-0.03328851186367932,-0.3609017337135,-0.4135247722186971,0.2725619366972402,0.17685953702911567,-0.050808328721438686,-0.1839559354290663,0.1807458058835481,-0.027918367325425436,-0.15124085640768076,0.02352991036137354,-0.02222966019991549,-0.04409287779954953,-0.06687100157430377,-0.053675241145418294,0.034661435923650015,0.1509777903106209,0.20303123444933668,0.22965368402492495,-0.09243324678102548,-0.16385285416259876,-0.19869917340709486,-0.023544545925680668,0.09198641528887405,0.1284907981076833,0.12594879640315562,0.10500368463285496,-0.10394619059659438,-0.022703958722342214,0.009571373267281197,0.024961933140622044,-0.10530006160979835,-0.1094025494445761,-0.12106569454147958
BMNH 2002.796,0.049653734544309096,5.940335704309382,0.3801110125069604,0.1991316970955032,0.011242286912822369,-0.3804968535727806,-0.4251222527424076,0.2670795555977214,0.1718429283357363,-0.04701975364759771,-0.1809411494310016,0.1868044529652789,-0.0255815680429262,-0.15705035597730888,0.022960838739303647,-0.01688944436529114,-0.04409620132413194,-0.051259978722798014,-0.046365351274577825,0.05349623341712249,0.14800796743789926,0.1931826105027389,0.22380509129639833,-0.09915366208730836,-0.17151922666272743,-0.21216887695662803,-0.03368830951113831,0.08763344098674235,0.1215946334711684,0.1116764138609252,0.0917150056657469,-0.09597361019362657,-0.023662762587928578,0.017222770052883023,0.04222164592061829,-0.10232460611691559,-0.10678496396725086,-0.10962965758122421
BMNH 2002.797,0.05813512107821151,8.411603239377717,0.38078597450069146,0.18510447441126093,-0.043214855129785894,-0.3443520918842323,-0.401071724071152,0.2837573714381062,0.1801787313002384,-0.051588236117051774,-0.18742809973865643,0.18687452634222473,-0.014615107678244772,-0.17443096337339803,0.024236177132160266,-0.024993265118147312,-0.04741051271829204,-0.05135447367182031,-0.04337919672411783,0.06443951519313891,0.15614399636852788,0.20241111151646124,0.2334092120203644,-0.10854616083449403,-0.17802187290429622,-0.22693453025948546,-0.026641326641571095,0.081634587455765,0.12469675833654718,0.12015873640392166,0.09891754667456969,-0.09322661420453246,-0.019679354811535835,0.017407458761600457,0.035886688638866675,-0.11111511377324843,-0.113704872648947,-0.11433449419143615
BMNH 2002.800,0.04102765145460189,6.524037722207751,0.38333673511193395,0.1834633967997775,0.007372085792497018,-0.36205432695018697,-0.4066487874459246,0.2862375650011887,0.1728039372386036,-0.0535217125973373,-0.18727367938741288,0.17640490312778895,-0.037848320753294876,-0.16227179593763272,0.031346619067165134,-0.02408365851872949,-0.039817990228563284,-0.05821466672473425,-0.0531784079933114,0.03680783241765716,0.1620300791617793,0.20200668978954012,0.22414563999831855,-0.10795855633926112,-0.16872617506780835,-0.20435740556205245,-0.019168562426473624,0.09699085608121952,0.12498347459066697,0.12808918765002833,0.10285427444122096,-0.09846904471341382,-0.015557323033663455,0.011388206742224658,0.02116023222675367,-0.11265974956583184,-0.1135759514185457,-0.12603560057418564
BMNH2000_474,0.052177633703363015,5.770366856665432,0.39423345518339586,0.18672928766865324,0.009845683022364316,-0.3740752087588876,-0.4163945300586224,0.2729781877022774,0.16192174325033037,-0.04534067742051073,-0.1669117501520471,0.1766500289408148,-0.028833680859424088,-0.1708025385183442,0.019661064364634887,-0.02154114551658087,-0.038955192937558364,-0.06319989154243415,-0.05846135898795782,0.053227741086636145,0.15341333056675216,0.19888041895546052,0.2261575388342491,-0.09618067481988793,-0.16671576845475125,-0.20628606154856247,-0.016819429378624594,0.09210717390347448,0.11991541170604315,0.12294784420115697,0.10869268221308255,-0.08638276290943148,-0.02904953717938846,0.005809228893375713,0.024350665277654795,-0.1077911386639718,-0.11274488391062447,-0.12103525415274687
BMNH2002.848,0.047149588986314495,5.934938611795168,0.3894951411685009,0.20770412501061827,0.00113372123382223,-0.37295849952298327,-0.4118456550703265,0.2715390775034875,0.17046122721808932,-0.05542473679678291,-0.1794608673708664,0.1808029133969975,-0.04287000339083568,-0.15857644337972104,0.01611350981730048,-0.020921153382563527,-0.046822916163219444,-0.05988443977465322,-0.04720768101946102,0.054168246514752855,0.15122621975402936,0.19182643200880534,0.22068059081655594,-0.0910604780235249,-0.15947877797197255,-0.20863955257604938,-0.00962388874074477,0.09060760538306398,0.12604467413539044,0.12497755066021161,0.10906563174303567,-0.09251852921165667,-0.025565731870923813,0.0015328242288139555,0.021859174318308205,-0.11081521143815985,-0.11560664456493501,-0.11995745464240351
BMNH2002.849,0.045293091553279395,6.176952934226323,0.382282713252487,0.20105285711992488,-0.011409951358420864,-0.3761079614154096,-0.4171718875897892,0.28142163928331126,0.17696092780305236,-0.054664970279774495,-0.186879624241696,0.18520505712335586,-0.03490158125766086,-0.14578721843937983,0.021096205225289724,-0.01191169905265191,-0.03566689346166567,-0.057476711177494734,-0.04626007297013337,0.033483102962062763,0.15983680019170685,0.19781166258197913,0.21589800431157452,-0.10158537072617992,-0.16961819464429367,-0.20560683324019377,-0.021359814743951162,0.08150768324620665,0.1175509368500666,0.11252688472819178,0.09520442562944721,-0.10400767250986954,-0.02451653370910255,0.014624106719633403,0.050964883771909816,-0.10696376941711036,-0.10806669145043724,-0.10746443911498481
BMNH2005_320,0.07158952601826678,6.797261426240337,0.3822581671497126,0.21753927655624516,0.01852512940852143,-0.3563221937121439,-0.4062705044027351,0.29567620490796503,0.16118386849027846,-0.0490998300176064,-0.2072167608283187,0.17218633763886745,-0.03874104827751717,-0.18971864691326865,0.02460164902669401,-0.014298801922417954,-0.04479876179212587,-0.048767756612154,-0.04848600599443378,0.05673537834969578,0.15865969931797683,0.18138834490272554,0.22235908118021827,-0.11477658453829112,-0.1640636087084381,-0.20855263320944975,-0.03533382063574098,0.07700784723406286,0.12266844948330244,0.11143190122946955,0.09343860617198606,-0.09334058518043935,0.008899424182582242,0.01089086241044541,0.020960165662005353,-0.09275253829903146,-0.10739493106570876,-0.11647538119293316
BMNH2005.319,0.056519287252596515,7.115660327602005,0.3926053341143571,0.1928881786489452,0.0011207312523145942,-0.35166987313125136,-0.4100503748638662,0.2973101687904978,0.1646550949701688,-0.0658388943641616,-0.1862859866585153,0.18424134252437308,-0.04762040491370152,-0.17135531636916063,0.020758985919316846,-0.021842103952586525,-0.03721949724332895,-0.048910923026692574,-0.04617194789383891,0.061869839699616624,0.16734950049116817,0.1952732793930421,0.2169411952798405,-0.11799881544301508,-0.17698700987571755,-0.21306250334780463,-0.022292556154948108,0.07219771333936188,0.11790871069312592,0.09602537937621482,0.09409495409615197,-0.09885780781749491,-0.0122197025964881,0.020391634451672955,0.043774598718928664,-0.10924821566221095,-0.10010538628157628,-0.10166932216273787
